label,category,manhattan+chi-squared_topk_pct,manhattan+emd_topk_pct,manhattan+kullback-leibler_topk_pct
Cellphone/D00817_rm.obj,Cellphone,50.0,30.0,40.0
Cellphone/D00032_rm.obj,Cellphone,30.0,40.0,10.0
Chess/D01017_rm.obj,Chess,0.0,0.0,0.0
Chess/D01019_rm.obj,Chess,20.0,50.0,40.0
Cellphone/D00997_rm.obj,Cellphone,10.0,10.0,10.0
Car/m1558_rm.obj,Car,20.0,0.0,10.0
Cellphone/D00327_rm.obj,Cellphone,10.0,10.0,10.0
Cellphone/D00248_rm.obj,Cellphone,10.0,0.0,10.0
Chess/D01021_rm.obj,Chess,50.0,70.0,70.0
Chess/D01049_rm.obj,Chess,70.0,10.0,80.0
Chess/D01053_rm.obj,Chess,10.0,10.0,10.0
Cellphone/D00559_rm.obj,Cellphone,20.0,30.0,20.0
Cellphone/D00527_rm.obj,Cellphone,0.0,0.0,0.0
Chess/D01080_rm.obj,Chess,90.0,90.0,90.0
Cellphone/D00542_rm.obj,Cellphone,30.0,10.0,20.0
Car/m1556_rm.obj,Car,0.0,0.0,0.0
Chess/D01081_rm.obj,Chess,50.0,70.0,70.0
Chess/D01105_rm.obj,Chess,100.0,100.0,70.0
Chess/D01123_rm.obj,Chess,50.0,50.0,20.0
Cellphone/D00979_rm.obj,Cellphone,20.0,30.0,20.0
Chess/D01138_rm.obj,Chess,20.0,50.0,40.0
Chess/D01145_rm.obj,Chess,50.0,50.0,20.0
Chess/D01186_rm.obj,Chess,50.0,70.0,70.0
Chess/D01171_rm.obj,Chess,10.0,10.0,10.0
Chess/D01188_rm.obj,Chess,10.0,10.0,10.0
Cellphone/D00152_rm.obj,Cellphone,20.0,20.0,20.0
Cellphone/D00554_rm.obj,Cellphone,10.0,0.0,20.0
Chess/m1589_rm.obj,Chess,20.0,20.0,20.0
Chess/D01043_rm.obj,Chess,50.0,50.0,70.0
Chess/m1593_rm.obj,Chess,0.0,10.0,20.0
Chess/m1591_rm.obj,Chess,20.0,20.0,20.0
Cellphone/D00362_rm.obj,Cellphone,40.0,0.0,40.0
Chess/D01045_rm.obj,Chess,90.0,80.0,90.0
Chess/m1599_rm.obj,Chess,90.0,90.0,90.0
Chess/m1600_rm.obj,Chess,20.0,30.0,40.0
Chess/m1601_rm.obj,Chess,50.0,70.0,70.0
Chess/m1604_rm.obj,Chess,70.0,10.0,80.0
Chess/m1605_rm.obj,Chess,10.0,10.0,10.0
Chess/D01112_rm.obj,Chess,90.0,90.0,90.0
Chess/D01126_rm.obj,Chess,60.0,70.0,70.0
Chess/m1608_rm.obj,Chess,10.0,10.0,10.0
Cellphone/D00902_rm.obj,Cellphone,0.0,0.0,10.0
Chess/m1609_rm.obj,Chess,30.0,70.0,70.0
Chess/m1611_rm.obj,Chess,60.0,70.0,70.0
Chess/m1614_rm.obj,Chess,50.0,50.0,20.0
Chess/m1613_rm.obj,Chess,100.0,80.0,70.0
Chess/m1596_rm.obj,Chess,0.0,0.0,0.0
Chess/m1598_rm.obj,Chess,90.0,90.0,80.0
City/D01018_rm.obj,City,10.0,0.0,0.0
Chess/m1603_rm.obj,Chess,50.0,50.0,70.0
Chess/m1602_rm.obj,Chess,100.0,80.0,90.0
City/D01001_rm.obj,City,10.0,0.0,10.0
Chess/D01099_rm.obj,Chess,10.0,20.0,10.0
Chess/m1607_rm.obj,Chess,60.0,70.0,70.0
Chess/D01130_rm.obj,Chess,100.0,90.0,100.0
City/D01079_rm.obj,City,30.0,30.0,20.0
Chess/m1610_rm.obj,Chess,10.0,10.0,10.0
Chess/m1595_rm.obj,Chess,10.0,10.0,10.0
City/D01010_rm.obj,City,10.0,10.0,10.0
City/D01007_rm.obj,City,10.0,0.0,10.0
City/D01056_rm.obj,City,0.0,0.0,0.0
Chess/m1606_rm.obj,Chess,10.0,20.0,10.0
Chess/m1612_rm.obj,Chess,90.0,80.0,100.0
City/D01092_rm.obj,City,20.0,20.0,20.0
City/D01091_rm.obj,City,0.0,0.0,0.0
City/D01103_rm.obj,City,10.0,10.0,20.0
City/D01066_rm.obj,City,20.0,30.0,20.0
City/D01181_rm.obj,City,0.0,0.0,0.0
City/D01039_rm.obj,City,40.0,40.0,30.0
City/D01124_rm.obj,City,0.0,0.0,20.0
City/D01068_rm.obj,City,10.0,10.0,10.0
City/D01133_rm.obj,City,10.0,20.0,10.0
City/m1662_rm.obj,City,30.0,30.0,20.0
ClassicPiano/D00009_rm.obj,ClassicPiano,20.0,30.0,30.0
City/D01090_rm.obj,City,30.0,40.0,30.0
City/m1652_rm.obj,City,10.0,10.0,20.0
City/m1659_rm.obj,City,20.0,20.0,10.0
City/D01173_rm.obj,City,10.0,10.0,10.0
City/D01195_rm.obj,City,10.0,10.0,10.0
City/m1664_rm.obj,City,10.0,10.0,20.0
ClassicPiano/D00005_rm.obj,ClassicPiano,0.0,0.0,0.0
ClassicPiano/D00120_rm.obj,ClassicPiano,10.0,30.0,10.0
City/m1654_rm.obj,City,10.0,10.0,10.0
City/m1660_rm.obj,City,10.0,10.0,10.0
City/m1661_rm.obj,City,30.0,30.0,30.0
City/D01192_rm.obj,City,0.0,0.0,0.0
ClassicPiano/D00279_rm.obj,ClassicPiano,0.0,0.0,0.0
ClassicPiano/D00092_rm.obj,ClassicPiano,0.0,0.0,0.0
ClassicPiano/D00034_rm.obj,ClassicPiano,0.0,0.0,0.0
ClassicPiano/D00233_rm.obj,ClassicPiano,20.0,40.0,20.0
ClassicPiano/D00983_rm.obj,ClassicPiano,30.0,0.0,30.0
ClassicPiano/D00314_rm.obj,ClassicPiano,0.0,0.0,0.0
ClassicPiano/D00605_rm.obj,ClassicPiano,10.0,10.0,10.0
ClassicPiano/D00190_rm.obj,ClassicPiano,0.0,10.0,0.0
Computer/D01023_rm.obj,Computer,10.0,10.0,10.0
Computer/D01026_rm.obj,Computer,30.0,20.0,40.0
Computer/D01002_rm.obj,Computer,0.0,10.0,0.0
ClassicPiano/D00254_rm.obj,ClassicPiano,20.0,30.0,20.0
ClassicPiano/D00305_rm.obj,ClassicPiano,0.0,0.0,0.0
Computer/D01033_rm.obj,Computer,20.0,20.0,20.0
City/D01101_rm.obj,City,0.0,0.0,0.0
ClassicPiano/D00561_rm.obj,ClassicPiano,10.0,20.0,10.0
Computer/D01037_rm.obj,Computer,20.0,20.0,20.0
Computer/D01070_rm.obj,Computer,10.0,10.0,10.0
Computer/D01067_rm.obj,Computer,40.0,10.0,40.0
ClassicPiano/D00845_rm.obj,ClassicPiano,20.0,20.0,20.0
Computer/D01072_rm.obj,Computer,20.0,20.0,20.0
Computer/D01073_rm.obj,Computer,0.0,0.0,0.0
Computer/D01071_rm.obj,Computer,0.0,0.0,0.0
Computer/D01098_rm.obj,Computer,10.0,10.0,10.0
Computer/D01102_rm.obj,Computer,10.0,10.0,10.0
Computer/D01100_rm.obj,Computer,20.0,20.0,20.0
ClassicPiano/D00579_rm.obj,ClassicPiano,20.0,10.0,20.0
Computer/D01185_rm.obj,Computer,20.0,20.0,20.0
ClassicPiano/D00789_rm.obj,ClassicPiano,20.0,30.0,20.0
Computer/m1764_rm.obj,Computer,10.0,10.0,10.0
ClassicPiano/D00784_rm.obj,ClassicPiano,20.0,30.0,20.0
Computer/m1765_rm.obj,Computer,10.0,10.0,10.0
Computer/m1766_rm.obj,Computer,20.0,20.0,20.0
Computer/D01028_rm.obj,Computer,20.0,10.0,20.0
Computer/m1767_rm.obj,Computer,0.0,10.0,0.0
ClassicPiano/D00811_rm.obj,ClassicPiano,20.0,40.0,20.0
Computer/m1770_rm.obj,Computer,20.0,20.0,20.0
Computer/m1774_rm.obj,Computer,20.0,20.0,20.0
Computer/m1776_rm.obj,Computer,20.0,20.0,20.0
Computer/m1775_rm.obj,Computer,20.0,20.0,40.0
Computer/m1777_rm.obj,Computer,20.0,20.0,20.0
Computer/m1778_rm.obj,Computer,40.0,10.0,40.0
ClassicPiano/D00967_rm.obj,ClassicPiano,0.0,10.0,10.0
Computer/D01115_rm.obj,Computer,20.0,20.0,20.0
ComputerKeyboard/D00197_rm.obj,ComputerKeyboard,60.0,90.0,60.0
ComputerKeyboard/D00360_rm.obj,ComputerKeyboard,30.0,40.0,40.0
Computer/D01164_rm.obj,Computer,0.0,0.0,0.0
Computer/D01085_rm.obj,Computer,10.0,10.0,10.0
Computer/D01082_rm.obj,Computer,0.0,0.0,0.0
ComputerKeyboard/D00525_rm.obj,ComputerKeyboard,10.0,10.0,10.0
Computer/m1769_rm.obj,Computer,10.0,10.0,10.0
Computer/m1773_rm.obj,Computer,10.0,10.0,20.0
ComputerKeyboard/D00127_rm.obj,ComputerKeyboard,70.0,70.0,70.0
ComputerKeyboard/D00278_rm.obj,ComputerKeyboard,40.0,40.0,50.0
ComputerKeyboard/D00382_rm.obj,ComputerKeyboard,80.0,80.0,80.0
ComputerKeyboard/D00116_rm.obj,ComputerKeyboard,40.0,50.0,50.0
Computer/D01128_rm.obj,Computer,10.0,20.0,10.0
ComputerKeyboard/D00569_rm.obj,ComputerKeyboard,30.0,30.0,40.0
ComputerKeyboard/D00905_rm.obj,ComputerKeyboard,70.0,70.0,70.0
Cup/D00035_rm.obj,Cup,30.0,30.0,30.0
Cup/D00067_rm.obj,Cup,20.0,30.0,20.0
Cup/D00174_rm.obj,Cup,10.0,30.0,20.0
ComputerKeyboard/D00673_rm.obj,ComputerKeyboard,60.0,60.0,60.0
Computer/m1772_rm.obj,Computer,20.0,20.0,20.0
Cup/D00206_rm.obj,Cup,20.0,30.0,20.0
Cup/D00214_rm.obj,Cup,30.0,30.0,30.0
ComputerKeyboard/D00420_rm.obj,ComputerKeyboard,70.0,80.0,90.0
Cup/D00270_rm.obj,Cup,0.0,0.0,0.0
Cup/D00328_rm.obj,Cup,10.0,20.0,10.0
ComputerKeyboard/D00493_rm.obj,ComputerKeyboard,50.0,50.0,60.0
Cup/D00355_rm.obj,Cup,10.0,0.0,10.0
Cup/D00363_rm.obj,Cup,0.0,10.0,0.0
ComputerKeyboard/D00600_rm.obj,ComputerKeyboard,40.0,60.0,50.0
Cup/D00457_rm.obj,Cup,10.0,10.0,20.0
Cup/D00463_rm.obj,Cup,10.0,10.0,10.0
ComputerKeyboard/D00676_rm.obj,ComputerKeyboard,70.0,60.0,70.0
Cup/D00519_rm.obj,Cup,0.0,0.0,0.0
ComputerKeyboard/D00990_rm.obj,ComputerKeyboard,70.0,80.0,90.0
ComputerKeyboard/D00692_rm.obj,ComputerKeyboard,60.0,60.0,70.0
Cup/D00587_rm.obj,Cup,0.0,10.0,0.0
ComputerKeyboard/D00627_rm.obj,ComputerKeyboard,80.0,80.0,70.0
Cup/D00638_rm.obj,Cup,0.0,10.0,10.0
Cup/D00550_rm.obj,Cup,0.0,10.0,0.0
Cup/D00642_rm.obj,Cup,0.0,0.0,0.0
Cup/D00843_rm.obj,Cup,10.0,20.0,0.0
ComputerKeyboard/D00597_rm.obj,ComputerKeyboard,40.0,30.0,40.0
Cup/D00738_rm.obj,Cup,10.0,10.0,10.0
Cup/m494_rm.obj,Cup,20.0,30.0,20.0
Cup/D00882_rm.obj,Cup,0.0,10.0,0.0
Cup/D00874_rm.obj,Cup,30.0,20.0,30.0
Cup/m496_rm.obj,Cup,10.0,20.0,20.0
Cup/m495_rm.obj,Cup,20.0,20.0,30.0
Cup/m500_rm.obj,Cup,20.0,20.0,20.0
ComputerKeyboard/D00654_rm.obj,ComputerKeyboard,30.0,40.0,30.0
Cup/m501_rm.obj,Cup,30.0,30.0,30.0
Cup/m498_rm.obj,Cup,20.0,30.0,20.0
Cup/m502_rm.obj,Cup,20.0,20.0,20.0
DeskLamp/D00048_rm.obj,DeskLamp,10.0,0.0,10.0
ComputerKeyboard/D00805_rm.obj,ComputerKeyboard,50.0,50.0,60.0
DeskLamp/D00090_rm.obj,DeskLamp,0.0,0.0,0.0
DeskLamp/D00147_rm.obj,DeskLamp,60.0,80.0,60.0
DeskLamp/D00257_rm.obj,DeskLamp,0.0,0.0,0.0
DeskLamp/D00378_rm.obj,DeskLamp,60.0,80.0,70.0
DeskLamp/D00435_rm.obj,DeskLamp,20.0,30.0,20.0
DeskLamp/D00330_rm.obj,DeskLamp,50.0,60.0,40.0
DeskLamp/D00455_rm.obj,DeskLamp,50.0,50.0,40.0
DeskLamp/D00698_rm.obj,DeskLamp,30.0,50.0,20.0
DeskLamp/D00693_rm.obj,DeskLamp,10.0,20.0,0.0
DeskLamp/D00686_rm.obj,DeskLamp,40.0,90.0,70.0
DeskLamp/D00531_rm.obj,DeskLamp,10.0,10.0,10.0
DeskLamp/D00547_rm.obj,DeskLamp,10.0,30.0,10.0
DeskLamp/D00715_rm.obj,DeskLamp,50.0,80.0,70.0
DeskLamp/D00744_rm.obj,DeskLamp,0.0,10.0,0.0
DeskLamp/D00759_rm.obj,DeskLamp,10.0,0.0,10.0
DeskLamp/m603_rm.obj,DeskLamp,0.0,0.0,0.0
DeskLamp/D00912_rm.obj,DeskLamp,80.0,90.0,70.0
Cup/m499_rm.obj,Cup,0.0,20.0,10.0
DeskLamp/m609_rm.obj,DeskLamp,0.0,0.0,0.0
DeskLamp/m613_rm.obj,DeskLamp,0.0,0.0,0.0
DeskLamp/m614_rm.obj,DeskLamp,0.0,40.0,0.0
DeskLamp/D00268_rm.obj,DeskLamp,10.0,10.0,10.0
DeskLamp/m615_rm.obj,DeskLamp,0.0,0.0,0.0
Cup/m497_rm.obj,Cup,0.0,0.0,0.0
DeskPhone/D00135_rm.obj,DeskPhone,20.0,10.0,20.0
DeskPhone/D00118_rm.obj,DeskPhone,0.0,10.0,10.0
Cup/m526_rm.obj,Cup,0.0,0.0,0.0
DeskPhone/D00154_rm.obj,DeskPhone,0.0,0.0,0.0
DeskPhone/D00220_rm.obj,DeskPhone,10.0,0.0,10.0
DeskPhone/D00318_rm.obj,DeskPhone,0.0,0.0,0.0
DeskPhone/D00403_rm.obj,DeskPhone,0.0,10.0,0.0
DeskPhone/D00486_rm.obj,DeskPhone,10.0,20.0,10.0
DeskLamp/D00776_rm.obj,DeskLamp,60.0,50.0,70.0
DeskPhone/D00556_rm.obj,DeskPhone,0.0,10.0,0.0
DeskLamp/m605_rm.obj,DeskLamp,20.0,40.0,20.0
DeskPhone/D00680_rm.obj,DeskPhone,0.0,0.0,0.0
DeskLamp/m608_rm.obj,DeskLamp,0.0,10.0,10.0
DeskLamp/m606_rm.obj,DeskLamp,50.0,80.0,60.0
DeskPhone/D00773_rm.obj,DeskPhone,0.0,10.0,0.0
DeskLamp/m611_rm.obj,DeskLamp,50.0,90.0,70.0
DeskPhone/D00829_rm.obj,DeskPhone,0.0,0.0,0.0
DeskPhone/D00894_rm.obj,DeskPhone,0.0,0.0,0.0
DeskPhone/D00897_rm.obj,DeskPhone,20.0,10.0,10.0
DeskPhone/D00316_rm.obj,DeskPhone,20.0,20.0,20.0
DeskPhone/D00899_rm.obj,DeskPhone,20.0,10.0,30.0
Door/D01005_rm.obj,Door,80.0,80.0,80.0
Door/D01029_rm.obj,Door,10.0,10.0,10.0
Door/D01052_rm.obj,Door,10.0,10.0,10.0
DeskPhone/D00511_rm.obj,DeskPhone,0.0,0.0,0.0
DeskLamp/D00797_rm.obj,DeskLamp,60.0,90.0,70.0
Door/D01076_rm.obj,Door,40.0,50.0,40.0
Door/D01114_rm.obj,Door,60.0,50.0,70.0
Door/D01136_rm.obj,Door,80.0,50.0,80.0
DeskLamp/m604_rm.obj,DeskLamp,0.0,20.0,0.0
DeskPhone/D00958_rm.obj,DeskPhone,0.0,10.0,0.0
Door/D01139_rm.obj,Door,10.0,30.0,10.0
Door/D01141_rm.obj,Door,100.0,80.0,100.0
Door/D01143_rm.obj,Door,50.0,80.0,60.0
DeskLamp/m616_rm.obj,DeskLamp,50.0,90.0,70.0
Door/D01158_rm.obj,Door,70.0,80.0,90.0
DeskPhone/D00957_rm.obj,DeskPhone,30.0,0.0,20.0
Door/D01177_rm.obj,Door,40.0,60.0,60.0
Door/D01194_rm.obj,Door,40.0,50.0,40.0
Door/m1707_rm.obj,Door,10.0,10.0,10.0
Door/D01129_rm.obj,Door,60.0,20.0,60.0
Door/D01104_rm.obj,Door,70.0,70.0,70.0
Door/m1712_rm.obj,Door,40.0,40.0,60.0
Door/m1713_rm.obj,Door,80.0,80.0,80.0
Door/D01121_rm.obj,Door,50.0,70.0,70.0
DeskPhone/D00576_rm.obj,DeskPhone,20.0,10.0,20.0
Door/m1715_rm.obj,Door,10.0,10.0,10.0
Door/m1716_rm.obj,Door,100.0,80.0,100.0
Door/D01144_rm.obj,Door,30.0,30.0,30.0
Door/m1720_rm.obj,Door,80.0,50.0,80.0
Door/D01155_rm.obj,Door,40.0,50.0,20.0
Door/m1721_rm.obj,Door,80.0,80.0,90.0
Door/m1722_rm.obj,Door,60.0,50.0,70.0
Door/D01058_rm.obj,Door,60.0,70.0,50.0
Door/D01062_rm.obj,Door,90.0,90.0,80.0
Door/m1710_rm.obj,Door,70.0,80.0,70.0
Door/m1727_rm.obj,Door,50.0,40.0,30.0
Door/m1711_rm.obj,Door,30.0,30.0,30.0
Door/m1708_rm.obj,Door,60.0,70.0,70.0
Door/m1728_rm.obj,Door,60.0,70.0,50.0
Door/m1729_rm.obj,Door,30.0,30.0,50.0
Door/m1730_rm.obj,Door,30.0,30.0,50.0
Door/m1732_rm.obj,Door,80.0,70.0,80.0
Door/m1731_rm.obj,Door,80.0,80.0,90.0
Door/m1714_rm.obj,Door,70.0,70.0,70.0
Door/m1718_rm.obj,Door,60.0,30.0,60.0
Drum/D00115_rm.obj,Drum,40.0,30.0,30.0
Door/D01167_rm.obj,Door,80.0,70.0,90.0
Drum/D00298_rm.obj,Drum,0.0,0.0,0.0
Door/m1726_rm.obj,Door,10.0,10.0,10.0
Drum/D00163_rm.obj,Drum,0.0,0.0,0.0
Drum/D00063_rm.obj,Drum,0.0,0.0,0.0
Door/m1717_rm.obj,Door,50.0,70.0,50.0
Drum/D00189_rm.obj,Drum,10.0,0.0,0.0
Drum/D00308_rm.obj,Drum,30.0,20.0,20.0
Door/m1723_rm.obj,Door,100.0,90.0,80.0
Door/m1724_rm.obj,Door,80.0,70.0,90.0
Drum/D00709_rm.obj,Drum,0.0,0.0,0.0
Door/m1725_rm.obj,Door,0.0,0.0,0.0
Drum/D00383_rm.obj,Drum,10.0,20.0,10.0
Drum/D00980_rm.obj,Drum,10.0,10.0,10.0
Fish/D00012_rm.obj,Fish,80.0,20.0,80.0
Drum/D00026_rm.obj,Drum,0.0,0.0,0.0
Drum/D00551_rm.obj,Drum,10.0,20.0,20.0
Fish/D00022_rm.obj,Fish,60.0,20.0,60.0
Drum/D00297_rm.obj,Drum,0.0,0.0,0.0
Drum/D00375_rm.obj,Drum,0.0,0.0,0.0
Fish/D00024_rm.obj,Fish,10.0,0.0,40.0
Drum/D00193_rm.obj,Drum,10.0,20.0,10.0
Fish/D00142_rm.obj,Fish,50.0,40.0,50.0
Fish/D00030_rm.obj,Fish,30.0,0.0,30.0
Drum/D00557_rm.obj,Drum,0.0,0.0,0.0
Drum/D00596_rm.obj,Drum,0.0,0.0,0.0
Fish/D00293_rm.obj,Fish,40.0,50.0,50.0
Fish/D00165_rm.obj,Fish,40.0,0.0,60.0
Fish/D00251_rm.obj,Fish,0.0,0.0,0.0
Fish/D00398_rm.obj,Fish,50.0,30.0,50.0
Fish/D00450_rm.obj,Fish,50.0,40.0,60.0
Fish/D00535_rm.obj,Fish,30.0,20.0,20.0
Fish/D00633_rm.obj,Fish,50.0,30.0,60.0
Fish/D00643_rm.obj,Fish,50.0,40.0,70.0
Fish/D00682_rm.obj,Fish,60.0,10.0,20.0
Drum/D00939_rm.obj,Drum,10.0,20.0,10.0
Fish/D00748_rm.obj,Fish,60.0,30.0,60.0
Fish/D00636_rm.obj,Fish,60.0,60.0,70.0
Drum/D00982_rm.obj,Drum,10.0,0.0,0.0
Fish/D00763_rm.obj,Fish,0.0,0.0,0.0
FloorLamp/D00028_rm.obj,FloorLamp,30.0,10.0,50.0
Fish/D00950_rm.obj,Fish,50.0,50.0,60.0
Drum/D00404_rm.obj,Drum,40.0,40.0,40.0
Fish/D00850_rm.obj,Fish,60.0,40.0,70.0
FloorLamp/D00211_rm.obj,FloorLamp,10.0,0.0,10.0
FloorLamp/D00228_rm.obj,FloorLamp,10.0,20.0,20.0
FloorLamp/D00186_rm.obj,FloorLamp,0.0,10.0,20.0
FloorLamp/D00400_rm.obj,FloorLamp,40.0,20.0,30.0
FloorLamp/D00447_rm.obj,FloorLamp,0.0,10.0,0.0
FloorLamp/D00495_rm.obj,FloorLamp,0.0,0.0,0.0
FloorLamp/D00740_rm.obj,FloorLamp,10.0,30.0,10.0
FloorLamp/D00563_rm.obj,FloorLamp,10.0,10.0,10.0
FloorLamp/D00856_rm.obj,FloorLamp,10.0,30.0,30.0
FloorLamp/D00875_rm.obj,FloorLamp,10.0,0.0,10.0
FloorLamp/D00876_rm.obj,FloorLamp,0.0,10.0,0.0
FloorLamp/D00955_rm.obj,FloorLamp,20.0,10.0,30.0
FloorLamp/D00888_rm.obj,FloorLamp,0.0,0.0,0.0
Drum/D00951_rm.obj,Drum,40.0,40.0,40.0
FloorLamp/D00924_rm.obj,FloorLamp,0.0,0.0,10.0
FloorLamp/m617_rm.obj,FloorLamp,0.0,0.0,0.0
FloorLamp/m618_rm.obj,FloorLamp,30.0,30.0,30.0
FloorLamp/m619_rm.obj,FloorLamp,0.0,0.0,0.0
FloorLamp/m621_rm.obj,FloorLamp,40.0,30.0,30.0
FloorLamp/m620_rm.obj,FloorLamp,20.0,20.0,20.0
FloorLamp/m624_rm.obj,FloorLamp,0.0,10.0,0.0
FloorLamp/m623_rm.obj,FloorLamp,0.0,10.0,0.0
FloorLamp/m622_rm.obj,FloorLamp,30.0,20.0,20.0
Glasses/D00225_rm.obj,Glasses,20.0,90.0,50.0
Glasses/D00050_rm.obj,Glasses,60.0,100.0,90.0
Glasses/D00201_rm.obj,Glasses,20.0,60.0,40.0
Glasses/D00475_rm.obj,Glasses,20.0,50.0,30.0
FloorLamp/D00580_rm.obj,FloorLamp,40.0,30.0,0.0
Glasses/D00507_rm.obj,Glasses,60.0,100.0,90.0
FloorLamp/D00408_rm.obj,FloorLamp,0.0,10.0,0.0
Glasses/D00575_rm.obj,Glasses,60.0,90.0,70.0
FloorLamp/D00388_rm.obj,FloorLamp,0.0,0.0,0.0
Glasses/D00630_rm.obj,Glasses,10.0,60.0,40.0
Glasses/D00640_rm.obj,Glasses,50.0,100.0,70.0
Fish/D00351_rm.obj,Fish,30.0,10.0,20.0
Glasses/D00717_rm.obj,Glasses,0.0,60.0,20.0
FloorLamp/D00981_rm.obj,FloorLamp,30.0,20.0,30.0
Glasses/D00813_rm.obj,Glasses,10.0,20.0,20.0
Glasses/D00816_rm.obj,Glasses,80.0,100.0,90.0
Glasses/D00730_rm.obj,Glasses,30.0,100.0,40.0
Glasses/D00877_rm.obj,Glasses,10.0,60.0,30.0
Glasses/D00937_rm.obj,Glasses,70.0,100.0,80.0
Glasses/D00883_rm.obj,Glasses,80.0,100.0,90.0
Guitar/D00023_rm.obj,Guitar,30.0,30.0,30.0
FloorLamp/D00093_rm.obj,FloorLamp,0.0,0.0,0.0
Guitar/D00041_rm.obj,Guitar,20.0,0.0,20.0
Guitar/D00097_rm.obj,Guitar,10.0,10.0,10.0
Guitar/D00222_rm.obj,Guitar,20.0,20.0,0.0
DeskPhone/D00706_rm.obj,DeskPhone,20.0,30.0,30.0
Guitar/D00335_rm.obj,Guitar,20.0,10.0,20.0
Glasses/D00432_rm.obj,Glasses,30.0,100.0,50.0
Glasses/D00656_rm.obj,Glasses,50.0,100.0,70.0
Glasses/D00560_rm.obj,Glasses,60.0,100.0,80.0
Guitar/D00534_rm.obj,Guitar,50.0,20.0,40.0
Guitar/D00549_rm.obj,Guitar,20.0,30.0,20.0
Guitar/D00655_rm.obj,Guitar,10.0,10.0,10.0
Glasses/D00994_rm.obj,Glasses,0.0,10.0,0.0
Gun/D00103_rm.obj,Gun,70.0,10.0,40.0
Guitar/D00414_rm.obj,Guitar,0.0,0.0,0.0
Guitar/D00416_rm.obj,Guitar,20.0,20.0,20.0
Gun/D00137_rm.obj,Gun,60.0,40.0,70.0
Gun/D00140_rm.obj,Gun,30.0,0.0,30.0
Guitar/D00461_rm.obj,Guitar,10.0,10.0,10.0
Guitar/D00494_rm.obj,Guitar,50.0,30.0,50.0
Gun/D00153_rm.obj,Gun,60.0,40.0,60.0
Guitar/D00464_rm.obj,Guitar,20.0,10.0,10.0
Gun/D00161_rm.obj,Gun,10.0,0.0,20.0
Guitar/D00076_rm.obj,Guitar,40.0,20.0,40.0
Guitar/D00645_rm.obj,Guitar,40.0,0.0,40.0
Gun/D00244_rm.obj,Gun,30.0,30.0,30.0
Glasses/D00660_rm.obj,Glasses,80.0,100.0,100.0
Gun/D00368_rm.obj,Gun,60.0,40.0,50.0
Guitar/D00124_rm.obj,Guitar,50.0,20.0,50.0
Guitar/D00232_rm.obj,Guitar,20.0,30.0,20.0
Gun/D00606_rm.obj,Gun,70.0,60.0,50.0
Gun/D00802_rm.obj,Gun,10.0,20.0,0.0
Guitar/D00374_rm.obj,Guitar,40.0,20.0,40.0
Gun/D00929_rm.obj,Gun,50.0,50.0,50.0
Gun/m648_rm.obj,Gun,50.0,50.0,20.0
Guitar/D00844_rm.obj,Guitar,0.0,0.0,0.0
Gun/D00207_rm.obj,Gun,10.0,10.0,10.0
Gun/m651_rm.obj,Gun,0.0,10.0,0.0
Guitar/D00849_rm.obj,Guitar,40.0,30.0,40.0
Gun/D00239_rm.obj,Gun,10.0,0.0,10.0
Gun/D00209_rm.obj,Gun,20.0,10.0,30.0
Gun/m654_rm.obj,Gun,40.0,60.0,20.0
Gun/m653_rm.obj,Gun,30.0,10.0,30.0
Gun/D00477_rm.obj,Gun,20.0,20.0,30.0
Gun/D00819_rm.obj,Gun,60.0,50.0,30.0
Gun/m657_rm.obj,Gun,0.0,0.0,0.0
Gun/m658_rm.obj,Gun,40.0,40.0,40.0
Gun/m659_rm.obj,Gun,50.0,20.0,20.0
Gun/m661_rm.obj,Gun,90.0,20.0,40.0
Gun/D00972_rm.obj,Gun,10.0,0.0,10.0
Gun/D00204_rm.obj,Gun,60.0,60.0,50.0
Gun/m650_rm.obj,Gun,0.0,0.0,0.0
Gun/m662_rm.obj,Gun,90.0,30.0,70.0
Gun/m663_rm.obj,Gun,70.0,60.0,70.0
Gun/m664_rm.obj,Gun,60.0,40.0,50.0
Gun/m665_rm.obj,Gun,0.0,0.0,0.0
Gun/m667_rm.obj,Gun,20.0,0.0,10.0
Gun/m668_rm.obj,Gun,10.0,10.0,0.0
Gun/m670_rm.obj,Gun,0.0,10.0,20.0
Gun/D00425_rm.obj,Gun,60.0,60.0,60.0
Gun/D00282_rm.obj,Gun,30.0,30.0,30.0
Gun/m655_rm.obj,Gun,60.0,30.0,60.0
Gun/m672_rm.obj,Gun,20.0,20.0,20.0
Gun/m656_rm.obj,Gun,10.0,10.0,10.0
Gun/m674_rm.obj,Gun,10.0,20.0,10.0
Gun/m675_rm.obj,Gun,30.0,20.0,30.0
Gun/m676_rm.obj,Gun,20.0,0.0,10.0
Gun/m677_rm.obj,Gun,10.0,20.0,10.0
Gun/D00826_rm.obj,Gun,50.0,30.0,40.0
Gun/m660_rm.obj,Gun,10.0,0.0,10.0
Gun/m649_rm.obj,Gun,30.0,60.0,20.0
Gun/m680_rm.obj,Gun,0.0,20.0,10.0
Gun/m683_rm.obj,Gun,30.0,30.0,40.0
Gun/m684_rm.obj,Gun,0.0,0.0,0.0
Gun/m685_rm.obj,Gun,0.0,0.0,0.0
